player,pitches,total,pitches%,PA,AB,BIP,H,1B,2B,3B,HR,SO,K%,BB,BB%,Whiffs,Swings,BA,xBA,OBP,xOBP,SLG,xSLG,wOBA,xwOBA,Barrels,PV,EV,LA
Griffin Conine,19,334,5.7,8,6,5,3,3,0,0,0,1,12.5,1,12.5,3,11,.500,.378,.625,.533,.500,.466,.507,.451,0,91.2,87.4,16
José Fermín,19,324,5.9,3,3,2,0,0,0,0,0,1,33.3,0,0.0,1,8,.000,.072,.000,.072,.000,.081,.000,.067,0,90.4,87.6,-29
Eric Haase,19,270,7.0,4,4,2,0,0,0,0,0,2,50.0,0,0.0,5,9,.000,.160,.000,.160,.000,.184,.000,.150,0,88.8,94.6,-4
Jack López,19,274,6.9,3,1,0,0,0,0,0,0,1,33.3,1,33.3,4,7,.000,0,.667,.667,.000,0,.470,.470,0,90.2,0,0
Drew Millas,19,252,7.5,2,2,0,0,0,0,0,0,2,100.0,0,0.0,2,7,.000,0,.000,0,.000,0,.000,.000,0,89.0,0,0
Esteury Ruiz,18,246,7.3,6,5,4,1,1,0,0,0,1,16.7,1,16.7,2,10,.200,.095,.333,.246,.200,.211,.262,.223,0,88.7,97.5,30
Tyler Locklear,18,196,9.2,5,5,4,0,0,0,0,0,1,20.0,0,0.0,6,13,.000,.113,.000,.113,.000,.128,.000,.107,0,90.2,80.8,29
Eric Wagaman,18,269,6.7,4,4,4,1,1,0,0,0,0,0.0,0,0.0,0,10,.250,.484,.250,.484,.250,.571,.220,.457,0,89.7,93.4,24
Ji Hwan Bae,18,313,5.8,5,4,4,1,1,0,0,0,0,0.0,1,20.0,0,7,.250,.262,.400,.409,.250,.281,.314,.328,0,89.1,71.1,-3
Brian Serven,18,258,7.0,6,5,4,2,0,2,0,0,1,16.7,1,16.7,1,6,.400,.145,.500,.288,.800,.304,.533,.272,0,87.4,91.8,39
Jacob Amaya,18,301,6.0,5,5,4,1,1,0,0,0,1,20.0,0,0.0,2,8,.200,.137,.200,.137,.200,.160,.176,.127,0,89.1,86.3,-9
Jon Berti,17,271,6.3,8,8,6,3,2,0,0,1,2,25.0,0,0.0,1,10,.375,.334,.375,.334,.750,.473,.477,.349,0,86.1,83.9,25
Akil Baddoo,17,318,5.3,4,3,3,2,0,1,0,1,0,0.0,1,25.0,1,8,.667,.497,.750,.623,2.000,1.642,.998,.827,2,89.4,100.6,34
Coby Mayo,17,188,9.0,3,3,1,1,1,0,0,0,2,66.7,0,0.0,3,7,.333,.328,.333,.328,.333,.369,.294,.307,0,88.6,80.8,18
Pedro León,17,90,18.9,5,4,3,0,0,0,0,0,1,20.0,1,20.0,4,11,.000,.178,.200,.342,.000,.227,.138,.276,0,88.1,91.8,32
Bryce Johnson,17,263,6.5,7,7,5,2,2,0,0,0,2,28.6,0,0.0,1,11,.286,.242,.286,.242,.286,.279,.252,.226,0,89.3,83.1,14
Alika Williams,16,336,4.8,2,2,2,1,0,1,0,0,0,0.0,0,0.0,1,6,.500,.263,.500,.263,1.000,.403,.627,.278,0,89.1,92.3,23
Yuli Gurriel,16,281,5.7,5,3,3,1,1,0,0,0,0,0.0,2,40.0,1,5,.333,.418,.600,.651,.333,.487,.452,.517,0,90.9,81.7,-24
Billy Cook,16,184,8.7,3,3,2,0,0,0,0,0,1,33.3,0,0.0,4,8,.000,.203,.000,.203,.000,.229,.000,.190,0,88.7,90.1,36
Luken Baker,16,201,8.0,6,5,5,1,0,0,0,1,0,0.0,1,16.7,1,8,.200,.335,.333,.446,.800,.827,.456,.514,1,88.4,96.9,28
Rafael Marchán,16,195,8.2,4,3,1,1,0,0,0,1,2,50.0,1,25.0,3,8,.333,.253,.500,.440,1.333,.984,.685,.548,1,89.0,102.8,28
Dillon Dingler,16,331,4.8,4,4,3,2,1,0,1,0,1,25.0,0,0.0,4,8,.500,.402,.500,.402,1.000,.650,.618,.448,0,89.3,99.4,18
José Azocar,16,291,5.5,5,4,3,1,1,0,0,0,1,20.0,1,20.0,3,11,.250,.295,.400,.436,.250,.341,.314,.360,0,86.9,91.9,18
Pablo Reyes,16,252,6.3,2,2,2,0,0,0,0,0,0,0.0,0,0.0,0,6,.000,.275,.000,.275,.000,.323,.000,.263,0,89.5,89.3,24
Seby Zavala,16,171,9.4,4,4,2,0,0,0,0,0,2,50.0,0,0.0,3,8,.000,.291,.000,.291,.000,1.087,.000,.561,1,89.9,101.4,32
Steward Berroa,15,183,8.2,4,3,1,0,0,0,0,0,2,50.0,1,25.0,2,6,.000,.006,.250,.254,.000,.008,.172,.177,0,92.5,81.4,61
Andrew Knizner,15,360,4.2,5,5,5,4,3,1,0,0,0,0.0,0,0.0,3,10,.800,.457,.800,.457,1.000,.790,.780,.528,1,86.8,92.6,11
J.D. Davis,15,587,2.6,4,3,2,1,0,1,0,0,1,25.0,1,25.0,3,10,.333,.381,.500,.535,.667,.843,.486,.556,1,90.0,90.5,16
Ryan Vilade,15,188,8.0,6,6,5,1,0,0,0,1,1,16.7,0,0.0,2,9,.167,.310,.167,.310,.667,.581,.342,.374,1,88.6,95.9,4
Avisaíl García,14,186,7.5,3,3,2,0,0,0,0,0,1,33.3,0,0.0,3,7,.000,.234,.000,.234,.000,.264,.000,.216,0,86.9,89.7,3
Gustavo Campero,14,177,7.9,5,4,4,1,1,0,0,0,0,0.0,0,0.0,0,8,.250,.299,.400,.439,.250,.331,.320,.365,0,89.5,85.8,15
Drew Romo,14,189,7.4,4,4,3,1,1,0,0,0,1,25.0,0,0.0,2,10,.250,.181,.250,.181,.250,.193,.220,.164,0,88.9,77.0,39
Adael Amador,14,119,11.8,4,4,4,0,0,0,0,0,0,0.0,0,0.0,2,9,.000,.278,.000,.278,.000,.348,.000,.268,0,90.1,92.8,-3
Eguy Rosario,14,226,6.2,4,4,3,2,0,1,0,1,1,25.0,0,0.0,1,7,.500,.320,.500,.320,1.500,1.105,.826,.579,1,89.7,95.0,3
Cal Stevenson,14,102,13.7,4,3,3,1,0,1,0,0,0,0.0,1,25.0,1,8,.333,.433,.500,.575,.667,.833,.486,.568,1,90.3,95.7,3
Mike Ford,14,229,6.1,4,4,1,0,0,0,0,0,3,75.0,0,0.0,2,4,.000,.002,.000,.002,.000,.003,.000,.003,0,89.2,78.9,70
Buddy Kennedy,14,132,10.6,1,1,1,1,0,0,0,1,0,0.0,0,0.0,3,7,1.000,.857,1.000,.857,4.000,2.957,2.050,1.551,1,88.8,103.9,25
Nick Yorke,13,174,7.5,3,1,2,1,1,0,0,0,0,0.0,1,33.3,1,6,1.000,.491,.667,.608,1.000,.671,.524,.590,0,88.9,95.9,23
Jason Vosler,13,120,10.8,4,4,2,0,0,0,0,0,2,50.0,0,0.0,2,8,.000,.005,.000,.005,.000,.006,.000,.005,0,90.2,91.1,65
Drew Waters,13,94,13.8,5,4,2,1,0,1,0,0,2,40.0,0,0.0,3,7,.250,.033,.400,.226,.500,.084,.395,.183,0,89.3,78.4,50
Ryan Bliss,13,259,5.0,4,4,3,0,0,0,0,0,1,25.0,0,0.0,3,10,.000,.143,.000,.143,.000,.156,.000,.131,0,91.5,87.7,-14
Chuckie Robinson,13,298,4.4,5,5,5,1,1,0,0,0,0,0.0,0,0.0,2,8,.200,.250,.200,.250,.200,.269,.176,.230,0,89.7,85.0,-14
Zach Remillard,13,151,8.6,1,1,1,0,0,0,0,0,0,0.0,0,0.0,1,3,.000,.443,.000,.443,.000,.479,.000,.399,0,87.1,82.7,9
Mason McCoy,13,232,5.6,3,2,1,0,0,0,0,0,1,33.3,1,33.3,4,7,.000,.283,.333,.522,.000,.323,.230,.402,0,90.6,81.4,23
Charles Leblanc,12,118,10.2,1,1,0,0,0,0,0,0,1,100.0,0,0.0,0,3,.000,0,.000,0,.000,0,.000,.000,0,91.8,0,0
Kyren Paris,12,234,5.1,4,4,4,2,1,1,0,0,0,0.0,0,0.0,1,7,.500,.423,.500,.423,.750,.683,.534,.470,0,88.2,96.4,11
Tom Murphy,12,152,7.9,3,3,3,0,0,0,0,0,0,0.0,0,0.0,1,6,.000,.284,.000,.284,.000,.857,.000,.471,1,85.9,90.8,18
Bobby Dalbec,12,413,2.9,3,3,2,0,0,0,0,0,1,33.3,0,0.0,2,6,.000,.094,.000,.094,.000,.112,.000,.091,0,88.5,78.2,-8
Chadwick Tromp,12,182,6.6,3,3,3,1,1,0,0,0,0,0.0,0,0.0,0,3,.333,.060,.333,.060,.333,.067,.294,.054,0,88.8,70.9,14
Jonathan Ornelas,11,163,6.7,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,4,.000,.009,.000,.009,.000,.027,.000,.017,0,90.5,92.8,44
Niko Goodrum,11,140,7.9,3,3,3,0,0,0,0,0,0,0.0,0,0.0,0,3,.000,.166,.000,.166,.000,.183,.000,.151,0,88.7,77.7,-6
Forrest Wall,11,129,8.5,4,3,3,0,0,0,0,0,0,0.0,1,25.0,0,4,.000,.228,.250,.421,.000,.282,.172,.342,0,90.0,90.1,35
Aledmys Díaz,11,116,9.5,2,2,1,0,0,0,0,0,1,50.0,0,0.0,2,5,.000,.163,.000,.163,.000,.202,.000,.162,0,88.0,75.5,31
Oscar Colás,11,144,7.6,4,3,2,2,2,0,0,0,1,25.0,0,0.0,2,4,.667,.262,.750,.446,.667,.300,.621,.368,0,88.7,104.8,-2
Eli White,10,160,6.3,3,3,2,1,1,0,0,0,1,33.3,0,0.0,2,6,.333,.030,.333,.030,.333,.039,.294,.031,0,87.7,88.6,11
Logan Driscoll,10,130,7.7,2,2,1,0,0,0,0,0,1,50.0,0,0.0,2,4,.000,.115,.000,.115,.000,.203,.000,.135,0,90.9,92.6,21
Rafael Ortega,10,68,14.7,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,2,.000,.117,.000,.117,.000,.426,.000,.221,0,88.0,97.4,38
César Salazar,10,111,9.0,3,2,1,1,1,0,0,0,1,33.3,0,0.0,4,6,.500,.240,.667,.493,.500,.273,.534,.391,0,89.2,95.3,4
Yoán Moncada,10,192,5.2,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,5,.000,.474,.000,.474,.000,.564,.000,.455,0,89.0,102.0,1
Ehire Adrianza,10,118,8.5,2,2,1,0,0,0,0,0,1,50.0,0,0.0,0,3,.000,.032,.000,.032,.000,.063,.000,.036,0,89.8,89.1,27
Bligh Madris,10,275,3.6,4,4,3,2,1,1,0,0,1,25.0,0,0.0,1,6,.500,.384,.500,.384,.750,.590,.534,.419,1,89.2,75.6,34
Tyler Heineman,10,61,16.4,2,2,1,0,0,0,0,0,1,50.0,0,0.0,0,6,.000,.004,.000,.004,.000,.004,.000,.004,0,89.3,85.4,36
Bubba Thompson,10,77,13.0,2,2,1,0,0,0,0,0,1,50.0,0,0.0,3,6,.000,.255,.000,.255,.000,.971,.000,.492,1,90.0,102.3,34
Jonatan Clase,10,267,3.7,3,2,2,2,1,0,0,1,0,0.0,0,0.0,1,7,1.000,.373,1.000,.582,2.500,.689,1.217,.534,0,88.7,102.1,18
Davis Wendzel,10,170,5.9,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,4,.000,.009,.000,.009,.000,.009,.000,.008,0,88.1,94.2,56
Travis Blankenhorn,10,122,8.2,1,1,0,0,0,0,0,0,1,100.0,0,0.0,1,5,.000,0,.000,0,.000,0,.000,.000,0,89.4,0,0
Shay Whitcomb,10,181,5.5,1,1,1,1,1,0,0,0,0,0.0,0,0.0,0,4,1.000,.666,1.000,.666,1.000,.753,.882,.625,0,93.9,100.4,9
Jahmai Jones,9,152,5.9,3,3,2,1,1,0,0,0,1,33.3,0,0.0,0,4,.333,.171,.333,.171,.333,.192,.294,.156,0,86.9,85.0,-4
Owen Miller,9,103,8.7,2,2,2,0,0,0,0,0,0,0.0,0,0.0,1,6,.000,.243,.000,.243,.000,.274,.000,.223,0,88.9,87.4,29
Luis De Los Santos,9,121,7.4,3,3,3,0,0,0,0,0,0,0.0,0,0.0,2,5,.000,.089,.000,.089,.000,.219,.000,.126,0,87.1,85.7,7
David Bote,9,162,5.6,3,3,3,2,2,0,0,0,0,0.0,0,0.0,3,8,.667,.326,.667,.326,.667,.505,.588,.355,0,89.4,96.2,5
René Pinto,9,185,4.9,2,2,1,0,0,0,0,0,1,50.0,0,0.0,6,7,.000,.105,.000,.105,.000,.345,.000,.178,0,90.4,96.4,31
Trenton Brooks,9,110,8.2,2,2,1,1,1,0,0,0,1,50.0,0,0.0,1,4,.500,.313,.500,.313,.500,.349,.441,.290,0,88.5,97.5,6
Jamie Westbrook,9,200,4.5,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,2,.000,.011,.000,.011,.000,.017,.000,.012,0,89.6,91.5,50
Grant Koch,8,49,16.3,2,2,1,0,0,0,0,0,1,50.0,0,0.0,2,4,.000,.007,.000,.007,.000,.020,.000,.011,0,88.7,89.1,36
Austin Wynns,8,75,10.7,1,1,1,1,1,0,0,0,0,0.0,0,0.0,1,3,1.000,.211,1.000,.211,1.000,.225,.882,.190,0,87.5,87.7,-1
Liover Peguero,8,46,17.4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,89.4,0,0
Joey Wendle,8,134,6.0,1,1,1,0,0,0,0,0,0,0.0,0,0.0,1,4,.000,.330,.000,.330,.000,.378,.000,.297,0,92.0,90.6,-1
Alexander Canario,8,101,7.9,2,2,2,0,0,0,0,0,0,0.0,0,0.0,1,4,.000,.304,.000,.304,.000,.490,.000,.341,0,87.8,95.4,26
Cooper Hummel,8,23,34.8,3,3,2,0,0,0,0,0,1,33.3,0,0.0,2,5,.000,.256,.000,.256,.000,.447,.000,.296,1,90.8,94.2,-15
Rece Hinds,8,183,4.4,2,2,1,0,0,0,0,0,1,50.0,0,0.0,2,4,.000,.028,.000,.028,.000,.033,.000,.025,0,89.3,72.0,-16
Duke Ellis,8,23,34.8,1,1,0,0,0,0,0,0,1,100.0,0,0.0,0,3,.000,0,.000,0,.000,0,.000,.000,0,91.3,0,0
Darren Baker,7,39,17.9,3,3,3,3,1,2,0,0,0,0.0,0,0.0,0,3,1.000,.403,1.000,.403,1.667,.475,1.130,.387,0,89.2,79.5,17
Jordyn Adams,7,158,4.4,4,4,3,0,0,0,0,0,1,25.0,0,0.0,1,4,.000,.279,.000,.279,.000,.383,.000,.284,0,89.8,96.3,5
Luke Williams,7,172,4.1,2,2,2,0,0,0,0,0,0,0.0,0,0.0,0,4,.000,.119,.000,.119,.000,.410,.000,.208,0,91.2,90.6,43
Nacho Alvarez Jr.,7,119,5.9,2,2,2,0,0,0,0,0,0,0.0,0,0.0,0,3,.000,.074,.000,.074,.000,.106,.000,.077,0,89.2,73.9,-5
Kameron Misner,7,65,10.8,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,89.3,0,0
Armando Alvarez,7,139,5.0,2,2,2,0,0,0,0,0,0,0.0,0,0.0,0,3,.000,.140,.000,.140,.000,.142,.000,.127,0,87.9,55.6,24
Donovan Walton,6,96,6.3,1,1,1,0,0,0,0,0,0,0.0,0,0.0,2,4,.000,.023,.000,.023,.000,.068,.000,.038,0,87.8,94.5,41
Livan Soto,6,66,9.1,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,3,.000,.020,.000,.020,.000,.025,.000,.019,0,89.0,97.6,57
Alan Trejo,6,221,2.7,2,2,2,0,0,0,0,0,0,0.0,0,0.0,1,4,.000,.091,.000,.091,.000,.133,.000,.088,0,89.4,91.1,16
J.P. Martínez,6,42,14.3,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,3,.000,.254,.000,.254,.000,.286,.000,.241,0,89.2,83.5,0
Blake Dunn,6,120,5.0,1,0,0,0,0,0,0,0,0,0.0,0,0.0,2,3,0,0,1.000,1.000,0,0,.720,.720,0,98.9,0,0
Joey Wiemer,6,109,5.5,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,4,.000,.052,.000,.052,.000,.064,.000,.047,0,91.7,68.0,-24
Levi Jordan,6,40,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.8,0,0
Grae Kessinger,6,115,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,89.7,0,0
Jason Delay,6,50,12.0,3,3,3,2,0,2,0,0,0,0.0,0,0.0,1,4,.667,.325,.667,.325,1.333,.393,.836,.310,0,91.9,84.8,15
Mickey Gasper,6,92,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,89.7,0,0
Luisangel Acuña,6,136,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89.3,0,0
Thomas Saggese,6,189,3.2,1,1,1,0,0,0,0,0,0,0.0,0,0.0,1,4,.000,.666,.000,.666,.000,.753,.000,.625,0,90.9,99.6,9
Blake Sabol,6,124,4.8,2,1,1,0,0,0,0,0,0,0.0,0,0.0,2,4,.000,.117,.500,.558,.000,.253,.360,.436,0,86.4,92.9,27
Jace Peterson,5,102,4.9,2,2,1,0,0,0,0,0,1,50.0,0,0.0,1,3,.000,.029,.000,.029,.000,.036,.000,.028,0,89.0,83.2,-32
Sam Haggerty,5,59,8.5,2,2,2,0,0,0,0,0,0,0.0,0,0.0,0,3,.000,.323,.000,.323,.000,.346,.000,.291,0,88.7,85.9,42
Vinny Capra,5,32,15.6,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,3,.000,.064,.000,.064,.000,.071,.000,.061,0,88.0,59.8,-15
Eddy Alvarez,5,54,9.3,1,1,0,0,0,0,0,0,1,100.0,0,0.0,1,1,.000,0,.000,0,.000,0,.000,.000,0,89.1,0,0
Jakson Reetz,4,49,8.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,89.7,0,0
Jorge Barrosa,4,62,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88.2,0,0
David Hensley,4,250,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88.9,0,0
Johnathan Rodriguez,4,175,2.3,1,1,1,0,0,0,0,0,0,0.0,0,0.0,1,2,.000,.167,.000,.167,.000,.185,.000,.160,0,87.5,104.8,-25
Isaac Collins,4,87,4.6,2,2,1,0,0,0,0,0,1,50.0,0,0.0,1,2,.000,.104,.000,.104,.000,.117,.000,.098,0,90.6,67.1,8
Brewer Hicklen,4,29,13.8,1,1,0,0,0,0,0,0,1,100.0,0,0.0,1,3,.000,0,.000,0,.000,0,.000,.000,0,90.3,0,0
Jhonny Pereda,4,158,2.5,2,2,1,0,0,0,0,0,1,50.0,0,0.0,2,3,.000,.021,.000,.021,.000,.021,.000,.019,0,90.5,73.3,-31
Billy McKinney,4,114,3.5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,90.3,0,0
Matt Mervis,4,98,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,87.7,0,0
Matthew Batten,3,11,27.3,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,1,.000,.255,.000,.255,.000,.270,.000,.230,0,88.5,92.4,-7
Hunter Feduccia,3,57,5.3,2,1,1,1,1,0,0,0,0,0.0,1,50.0,0,1,1.000,.914,1.000,.957,1.000,1.030,.785,.768,0,88.0,82.6,19
Diego A. Castillo,3,36,8.3,1,0,0,0,0,0,0,0,0,0.0,1,100.0,0,0,0,0,1.000,1.000,0,0,.689,.689,0,94.5,0,0
Keston Hiura,3,93,3.2,2,2,2,0,0,0,0,0,0,0.0,0,0.0,0,2,.000,.091,.000,.091,.000,.151,.000,.105,0,88.0,80.5,9
Carlos Narvaez,3,68,4.4,1,0,0,0,0,0,0,0,0,0.0,1,100.0,0,0,0,0,1.000,1.000,0,0,.689,.689,0,86.6,0,0
Ryan McKenna,2,52,3.8,1,1,1,1,0,0,0,1,0,0.0,0,0.0,0,1,1.000,.760,1.000,.760,4.000,3.020,2.050,1.538,1,91.1,103.0,30
Tristan Gray,2,123,1.6,1,1,0,0,0,0,0,0,1,100.0,0,0.0,1,1,.000,0,.000,0,.000,0,.000,.000,0,87.3,0,0
Brandon Lockridge,2,46,4.3,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,2,.000,.171,.000,.171,.000,.194,.000,.165,0,89.4,98.1,-18
Tony Kemp,2,37,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89.7,0,0
Taylor Trammell,2,37,5.4,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,1,.000,.254,.000,.254,.000,.274,.000,.229,0,86.7,79.4,4
CJ Alexander,2,28,7.1,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,1,.000,.011,.000,.011,.000,.019,.000,.012,0,90.1,84.6,45
Chris Roller,2,6,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,92.2,0,0
Nick Maton,1,28,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,90.7,0,0
Dustin Harris,1,23,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.6,0,0
Luis Vazquez,1,51,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.1,0,0
David Villar,1,136,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.2,0,0
Rob Brantly,1,34,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89.4,0,0
Sandro Fabian,1,21,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.7,0,0
Kevin Alcántara,1,26,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.1,0,0
Greg Jones,1,29,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.6,0,0
Brett Sullivan,1,49,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88.1,0,0
Edwin Ríos,1,40,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,87.9,0,0
Aramis Garcia,1,36,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.1,0,0
David Fletcher,1,27,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.0,0,0
Bryce Teodosio,1,43,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.5,0,0
Michael Helman,1,28,3.6,1,1,1,1,0,1,0,0,0,0.0,0,0.0,0,1,1.000,.009,1.000,.009,2.000,.013,1.254,.010,0,85.9,76.9,63
Javier Sanoja,1,118,0.8,1,1,1,1,1,0,0,0,0,0.0,0,0.0,0,1,1.000,.321,1.000,.321,1.000,.336,.882,.289,0,88.0,103.0,-11
